1920	55963053
1925	59736822
1930	64450005
1935	69254148
1940	73075071
1945	71998104
1950	83199637
1955	89275529
1960	93418501
1965	98274961
1970	103720060
1975	111939643
1980	117060396
1985	121048923
1990	123611167
1995	125570246
2000	126925843
2005	127767994
2010	128057352
2015	127094745
2019	126317000
